원문,번역문
"너 학교 끝나고, 나랑 놀 수 있어?",Can you hang out with me after school?
나는 지금 친구들 공연을 보러 가고 있어.,I'm on my way to see my friend's performance.
그는 나에게 전체적인 목표부터 구체적인 목표까지 세우게 되면서 공부에 대한 압박감을 조금은 줄일 수 있습니다고 했어요.,"He told me that by setting goals from the overall to the concrete, I could reduce the pressure on studying a little."
또한 제품 색상에 대한 질문이 있습니다.,"Also, I have a question about the color of the product."
나는 테라스에서 경치 보는 것을 기대합니다.,I am looking forward to the view from the terrace.
그래도 시험이나 여러 행사할 때는 학교에 가지 않을까?,But won’t we go to school whenever we take an exam or for other events?
내가 너의 옆에 있으면 좋겠습니다.,If I were with you.
이거 오래는 안 걸릴 거에요.,It will be just a minute.
오후에 잠을 자서 잠이 안 와요.,I can't fall asleep because I took a nap in the afternoon.
그는 화장실에서 아이들을 때리기도 해요.,He also hits kids in the bathroom.
그 중에 그 호텔 레스토랑의 책임을 맡고 계신 분과의 만남이 가장 인상 깊었어.,"Among these people, meeting the person who was in charge of the hotel restaurant left the deepest impression."
"그는 일어나자마자 그녀를 찾았고, 그녀가 건강하다는 말에 안심했습니다.",He looked for her as soon as he got up and was relieved to hear that she was healthy.
오늘이 내 인생에서 최고로 기쁜 날입니다.,Today is the most pleasant day of my life.
이 메시지로 바꿔 다시 보내 주세요.,Please replace the message with this and send it again.
잘못된 사이즈의 물품을 보내면 옳은 사이즈의 물건으로 바꿔준다고 했습니다.,They said that if I send the wrongly shipped size-product back the company will trade it with the right-sized product.
배송 편의상 한 번에 구매했으면 좋겠습니다.,I would like to purchase all at once for delivery issue.
그녀는 미국에서 며칠 더 쉬어야 할 것 같아.,She needs to rest more in the US.
우선 너희가 원래 요청했던 그레이 컬러의 샘플이 우리 쪽 창고에 남아있는 수량이 있어서 이번 주 안으로 보내줄 수 있어.,"First of all, we have a sample of our product in gray color in stock you have previously requested, so we can send you within this week."
꿀벌 멸종 현상이 가속화될 경우 생태계 교란은 물론 식량이 안보에 적신호가 켜질 수 있습니다.,"If the phenomenon of bee extinction is accelerated, then the ecosystem and food security can become in danger."
너한테 가장 소중한 사람이랑 같이 있는데.,You are with your dearest person.
읽어야 할 책이 정말 많아.,There are many books to read.
냉장고에 있는 건 제가 맘껏 갖다 먹어도 되나요?,Can I bring anything in the refrigerator to my liking?
난 오늘 늦잠 자서 오전반 못 갔어.,I woke up late so I missed the morning class.
수업 시간에 질문을 많이 하려고 합니다.,I try to ask lots of questions in class.
그리고는 나에게 또 도움을 요청합니까?,And are you asking for help again?
내일 저는 유로2016 경기를 시청할 예정입니다.,I'm planning to watch Euro 2016 tomorrow.
이를 통해 저는 그 사람과 더 친해질 수 있으며 대화를 즐겁게 만들 수 있습니다.,I can become closer to that person through this and make the conversation more interesting.
나는 아무것도 품지 않아요.,I don't bear anything.
7월부터 저희 남자 인형과 여자 인형의 메이크업 가격이 10달러로 인상됩니다.,The makeup price of our boy doll and girl doll will rise by 10 dollars from July.
나는 요즘 학교를 다녀서 너무 피곤해요.,I am very tired because I commute to school lately.
이곳에 편의 시설이나 다른 볼거리들은 없나요?,Aren't there any facilities or other things to see around here?
"일도 중요하지만, 항상 건강 잃지 않도록 조심해.","Work is important, but be careful not to lose your health."
2월 20일에 체크인하기로 예약했습니다.,I'll check in on Feb 20th.
"디자인은 분해와 합성, 시도와 실패, 가능성을 찾기와 기회포착의 과정이에요.","Designing is a series of disassembling and assembling, trial and failure, finding possibility and catching the opportunity."
미카는 항상 시험에서 우수한 성적을 받습니다.,Mika always gets an outstanding grade in tests.
나는 착한 일을 한 아이들에게 카드를 나눠 줍니다.,I give cards to children who did good jobs.
"재시작 후에도 광고가 뜨는 경우, 다시 한번 문의 부탁드리며 환불을 원하시는 경우 처리해 드리겠습니다.","If you continue to see ads after restarting, please get back to us and we will process a refund if you'd like."
"또한, 이미 우리는 버그가 해결된 공식 이미지를 공개했습니다.","In addition, we already released the official image which was bug fixed."
"마지막으로, 오랜 시간 동안 딸꾹질이 멈추지 않는다면 당신은 의사를 찾아가길 바랍니다.","Lastly, if your hiccups remain for a long time, you have to consult this issue with your doctor."
그는 자기 전공과 달리 매우 세심해요.,He is very careful unlike his major.
물에 젖어 찢어진 지폐도 바꿔 주나요?,Do you exchange wet and ripped bills too?
이를 통해 더욱 적극적인 자세를 배우며 봉사를 하는 팀원 간의 소통능력을 배울 수 있게 되었습니다.,"From this experience, I could learn how to be more active and how to communicate better with my volunteering teammates."
가장 큰 도전은 처음으로 스타트업에 도전했던 것입니다.,The biggest challenge is that I have challenged the first start-up.
내가 생각하는 간호란 엄마입니다.,Nursing in my point of view is being a mother.
일정에 변경사항이 있습니까?,Is there any change in the schedule?
1인당 가격은 3만 원에 책정되어 있습니다.,"The price is KRW 30,000 per person."
가이드가 여행사에 조식 가격 포함에 대해 알아보고 있는 중입니다.,The travel agency guide is looking up whether the price includes breakfast.
우리가 주문하지 않은 상품이 섞여 있습니다.,There are some goods that we didn't order.
10월에는 여의도에서 불꽃 축제하니까 불꽃 축제 관람하세요.,"There is a firework festival in Yeouido in October, so go out and enjoy the fireworks."
이 느낌이 처음이라 당황스러워요.,"I have never felt like this in my life, so I'm a bit embarrassed."
"나는 고객센터에 수백 번 전화를 해보았지만, 통화량이 많아 연결되지 않았습니다.","I called a customer service center a thousand times before, but I could not reach them because of the large amount of calling."
그러나 저희 PM과 사이가 좋지 않아 비협조적이었습니다.,But he wasn't so cooperative because they weren't really on good terms with our PM.
당신은 건강한 신체와 건강한 정신을 가질 수 있다.,You can have a sound body and mind.
어디에서 툭툭을 탈 수 있나요?,Where can I ride Tuktuk?
나는 그를 첫눈에 보자마자 반했습니다.,I fell in love with him at first sight.
이번 주 수요일 저녁 식사 계획이 있습니다.,"This Wednesday, I have a dinner plan."
교환학생을 통해 저는 한국에서는 상상도 못 할 많은 경험을 할 수 있을 거예요.,"Through the exchange student program, I will be able to have so much experience that I can never even imagine here in Korea."
그런데 카메라가 주간 모드로 바뀌는 것이냐?,But did the camera change to the day mode?
어느덧 나도 클린 밴딧 팬이 다 된 듯.,Here I have already become a big fan of Clean Bandit.
우리는 당신이 말한 것처럼 만남을 가지는 것 보다는 카카오톡으로 대화 하는 게 나아.,Its better for us to talk on KakaoTalk rather than to meet as you said.
이상하게도 외국인과 대화를 할 수 있으면 영어를 잘하는 건데.,"Funnily enough, it means if you're able to talk with foreigners you're good at English."
그는 아마 열흘 후쯤 인도에 올 것이에요.,He may come to India probably after 10 days.
너는 어떤 일 하면서 사니?,What do you do for a living?
늦어도 이번 주 안에는 돈을 보낼 것입니다.,I will send the money within this week at the latest.
그것은 환경을 보존하는 방법을 찾는 것이에요.,It is finding ways that could preserve the environment.
우리 가족은 곧 귀국할 아델라를 곧 볼 수 있다는 생각에 벌써 들떠 있어요.,My family is already excited about seeing Adela return soon.
네가 요청했던 abs 조절에 따른 빔 형상들과 가공 사진들 첨부했어.,Attached are the photos of the shapes of the beams following the adjustment of the abs and the processing.
바이올린 연주 좀 해 주실래요?,Could you play the violin for me?
그 환불기한이 언제까지예요?,When is that refund period due?
